type_of_product,product,price_sar,unit_of_measurement,total_quantity
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",21.0,mL,709.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",23.0,mL,650.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",5.75,mL,600.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",7.5,mL,500.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",8.0,mL,750.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",5.75,mL,400.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",5.75,mL,1180.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",5.75,mL,750.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",15.0,mL,650.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",8.0,mL,495.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",12.0,mL,1000.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",15.0,mL,709.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",12.75,mL,500.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",25.76,mL,946.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",44.79,mL,800.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",21.85,mL,500.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",14.18,mL,500.0
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",22.95,mL,500.0
H5-Hardwood floor cleaner,Floor cleaner,229.0,mL,5000.0
H5-Hardwood floor cleaner,Floor cleaner,145.0,mL,3000.0
H5-Hardwood floor cleaner,Floor cleaner,90.0,mL,2000.0
