Quotation date,Customer name,Channel (B2B or B2C),product_code,Odoo sales order,WAYAKIT Product name,Generic product type,Subindustry,Industry,Volume (L),Cost per unit (SAR),Predicted model price per unit (SAR),Predicted price per mL,Prediction message,Prediction case,Quoted quantity,quoted_price,Total quoted price (SAR),Quoted unit profit (SAR),Quoted margin (%),Price per liter,Total volume [L],Total profit,Absolute price difference (Quoted-Predicted),Percentage price difference (quoted/predicted),Notes about prediction vs quoted,"Accepted quoted price by client (Yes, No, Pending)",Confirmed order,Invoice date,Sold quantity,Sold price per unit (SAR),Total sold price (SAR),Sold unit profit (SAR),Sold margin (%),Absolute price difference (Sold-Predicted),Percentage price difference (sold/predicted),suggested_price,percentage_difference,Luisa_Javier_Prediction_Note
8/20/2025,Fast Fit,B2B,FP-SPO-02700,,WAYAKIT GreenTech Sports Hand soap gel [700 mL],Hand soap,Gyms,Facilities management,0.7, SAR 4.55 , SAR -   , SAR -   ,No prediction,No prediction,4.0,9.55, SAR 38.20 , SAR 5.00 ,52%, SAR 13.64 , 2.8 , SAR 20.00 , SAR 9.55 ,,No information for prediction,Pending,,,,,  ,  ,,  ,,,,No information for prediction
8/20/2025,Fast Fit,B2B,FP-SPO-02800,,WAYAKIT GreenTech Sports Body wash gel [700 mL],Body wash,Gyms,Facilities management,0.7, SAR 4.98 , SAR -   , SAR -   ,No prediction,No prediction,6.0,10.16, SAR 60.96 , SAR 5.18 ,51%, SAR 14.51 , 4.2 , SAR 31.10 , SAR 10.16 ,,No information for prediction,Pending,,,,,  ,  ,,  ,,,,No information for prediction
8/20/2025,Fast Fit,B2B,FP-SPO-00100,,"WAYAKIT GreenTech Sports Multi-surface cleaner for equipment, benches, and countertops [700 mL]",General purpose cleaner,Gyms,Facilities management,0.7, SAR 4.64 , SAR 23.28 , SAR 0.033 ,"Price based on median generic product type - B2B: 0.0333 SAR/ml = 23.28 SAR, B2C: 0.0366 SAR/ml = 25.63 SAR. Price viable with 401.5% profit margin",3,4.0,17.69, SAR 70.76 , SAR 13.05 ,74%, SAR 25.27 , 2.8 , SAR 52.20 , SAR (5.59),-24%,Wrong prediction,Pending,,,,,  ,  ,,  ,,22.62,-0.21794871794871792,Wrong prediction
8/20/2025,Fast Fit,B2B,FP-SPO-01000,,WAYAKIT GreenTech Sports Toilet bowl and urinal cleaner [700 mL],"Toilet, shower and tile cleaner",Gyms,Facilities management,0.7, SAR 6.03 , SAR 16.59 , SAR 0.024 ,"Price based on median generic product type - B2B: 0.0237 SAR/ml = 16.59 SAR, B2C: 0.0317 SAR/ml = 22.17 SAR. Price viable with 175.2% profit margin",3,4.0,13.51, SAR 54.04 , SAR 7.48 ,55%, SAR 19.30 , 2.8 , SAR 29.93 , SAR (3.08),-19%,Wrong prediction,Pending,,,,,  ,  ,,  ,,,,No information for prediction
8/20/2025,Fast Fit,B2B,FP-SPO-00300,,WAYAKIT GreenTech Sports Streak-free glass cleaner for mirrors and windows [700 mL],Glass cleaner,Gyms,Facilities management,0.7, SAR 4.91 , SAR 14.95 , SAR 0.021 ,"Price based on median generic product type - B2B: 0.0214 SAR/ml = 14.95 SAR, B2C: 0.0438 SAR/ml = 30.68 SAR. Price viable with 204.7% profit margin",3,4.0,10.5, SAR 42.00 , SAR 5.59 ,53%, SAR 15.00 , 2.8 , SAR 22.37 , SAR (4.45),-30%,Wrong prediction,Pending,,,,,  ,  ,,  ,,22.62,-0.5358090185676393,Wrong prediction
8/20/2025,Fast Fit,B2B,FP-SPO-00400,,WAYAKIT GreenTech Sports Non-slip floor cleaner for gym floors and exercise areas [700 mL],Floor cleaner,Gyms,Facilities management,0.7, SAR 11.49 , SAR 14.94 , SAR 0.021 ,"Price based on median generic product type - B2B: 0.0208 SAR/ml = 14.56 SAR, B2C: 0.0409 SAR/ml = 28.61 SAR. Low predicted price. Using minimum viable price with 30% profit margin.",3,5.0,13.05, SAR 65.25 , SAR 1.56 ,12%, SAR 18.64 , 3.5 , SAR 7.80 , SAR (1.89),-13%,Wrong prediction,Pending,,,,,  ,  ,,  ,,22.62,-0.4230769230769231,Wrong prediction
8/20/2025,Fast Fit,B2B,FP-SPO-03003,,WAYAKIT GreenTech Sports Liquid hand sanitizer [Box of 12 units 700 mL],Liquid hand sanitizer,Gyms,Facilities management,8.4, SAR 117.60 , SAR -   , SAR -   ,No prediction,No prediction,2.0,216.32, SAR 432.64 , SAR 98.72 ,46%, SAR 25.75 , 16.8 , SAR 197.44 , SAR 216.32 ,,No information for prediction,Pending,,,,,  ,  ,,  ,,,,No information for prediction
8/31/2025,Camco,B2B,FP-FMN-01001,S01046,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [4 L],Disinfectant and cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 55.20 , SAR 0.014 ,Price based on direct competition - Price viable with 264.1% profit margin,1,200.0,72.25," SAR 14,450.00 ", SAR 57.09 ,79%, SAR 18.06 , 800.0 ," SAR 11,418.00 ", SAR 17.05 ,31%,Well prediction,Yes,Yes,8/31/2025,200.0, SAR 72.25 ," SAR 14,450.00 ", SAR 57.09 ,79%, SAR 17.05 ,31%,57.42,0.2582723789620341,Well prediction
9/3/2025,Doomidoo,B2B,FP-HOM-03400,S01049,WAYAKIT GreenTech Home White sponge [1 unit],Other consumables,Home,Households,0.0, SAR -   , SAR -   , SAR -   ,No prediction,No prediction,10.0,1.5, SAR 15.00 , SAR 1.50 ,100%, SAR -   , -   , SAR 15.00 , SAR 1.50 ,,No information for prediction,Yes,Yes,9/3/2025,10.0, SAR 1.50 , SAR 15.00 , SAR 1.50 ,100%, SAR 1.50 ,,,,No information for prediction
9/3/2025,Doomidoo,B2B,FP-FMN-01001,S01049,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [4 L],Disinfectant and cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 55.20 , SAR 0.014 ,Price based on direct competition - Price viable with 264.1% profit margin,1,6.0,58.29, SAR 349.74 , SAR 43.13 ,74%, SAR 14.57 , 24.0 , SAR 258.78 , SAR 3.09 ,6%,Well prediction,Yes,Yes,9/3/2025,6.0, SAR 58.29 , SAR 349.74 , SAR 43.13 ,74%, SAR 3.09 ,6%,57.42,0.015151515151515107,Well prediction
9/3/2025,Doomidoo,B2B,FP-FMN-03700,S01049,WAYAKIT GreenTech FM Empty bottle [700 mL],Other consumables,Facilities management,Facilities management,0.7, SAR 3.21 , SAR 16.02 , SAR 0.023 ,No product type. The median of Facilities management is 0.0229 SAR/ml and the recommended price per ml is 0.0229 SAR/ml. Price viable with 399.2% profit margin,4,4.0,5.0, SAR 20.00 , SAR 1.79 ,36%, SAR 7.14 , 2.8 , SAR 7.16 , SAR (11.02),-69%,Wrong prediction,Yes,Yes,9/3/2025,4.0, SAR 5.00 , SAR 20.00 , SAR 1.79 ,36%, SAR (11.02),-69%,10.16,-0.5078740157480315,Wrong prediction
8/13/2024,JEDCO,B2B,FP-FMN-02601,S00504,WAYAKIT GreenTech Facilities Management Epoxy cleaner for heavy-traffic parking lot area [4 L],Epoxy cleaner,Facilities management,Facilities management,4.0, SAR 15.14 , SAR 112.00 , SAR 0.028 ,Price based on direct competition - Price viable with 639.7% profit margin,1,1.0,295.0, SAR 295.00 , SAR 279.86 ,95%, SAR 73.75 , 4.0 , SAR 279.86 , SAR 183.00 ,163%,Wrong prediction,No,No,8/13/2024,1.0, SAR 295.00 , SAR 295.00 , SAR 279.86 ,95%, SAR 183.00 ,163%,59.05,3.995766299745978,Wrong prediction
9/15/2025,Golden Dates,B2B,FP-RES-02102,,WAYAKIT GreenTech Food Services Hand soap [20 L],Hand soap,Restaurants,Horeca,20.0, SAR 37.84 , SAR 212.50 , SAR 0.011 ,Price based on direct competition - Price viable with 461.6% profit margin,1,2.0,156.11, SAR 312.22 , SAR 118.27 ,76%, SAR 7.81 , 40.0 , SAR 236.54 , SAR (56.39),-27%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,-0.44200593344533,Wrong prediction
9/15/2025,,,FP-RES-00104,,WAYAKIT GreenTech Food Services Concentrated Food-grade sanitizer for countertops and prep areas [4 L],Disinfectant and cleaner,Restaurants,Horeca,4.0, SAR 63.04 , SAR -   , SAR -   ,No prediction,No prediction,3.0,998.8," SAR 2,996.40 ", SAR 935.76 ,94%, SAR 249.70 , 12.0 ," SAR 2,807.28 ", SAR 998.80 ,,No information for prediction,Pending,,,,,  ,  ,,  ,,,,No information for prediction
9/15/2025,,,FP-RES-00204,,WAYAKIT GreenTech Food Services Concentrated No-rinse disinfectant for quick cleaning [4 L],Disinfectant and cleaner,Restaurants,Horeca,4.0, SAR 63.04 , SAR -   , SAR -   ,No prediction,No prediction,3.0,945.0," SAR 2,835.00 ", SAR 881.96 ,93%, SAR 236.25 , 12.0 ," SAR 2,645.88 ", SAR 945.00 ,,No information for prediction,Pending,,,,,  ,  ,,  ,,,,No information for prediction
9/15/2025,,,FP-RES-00702,,WAYAKIT GreenTech Food Services Heavy-duty kitchen degreaser for grills and hoods [20 L],Degreaser,Restaurants,Horeca,20.0, SAR 34.49 , SAR 215.90 , SAR 0.011 ,Price based on direct competition - Price viable with 526.0% profit margin,1,2.0,187.78, SAR 375.56 , SAR 153.29 ,82%, SAR 9.39 , 40.0 , SAR 306.58 , SAR (28.12),-13%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,-0.3288058047682024,Wrong prediction
9/15/2025,,,FP-RES-01602,,WAYAKIT GreenTech Food Services Metal polish for cookware and utensils [20 L],Stainless steel cleaner,Restaurants,Horeca,20.0, SAR 40.44 , SAR 365.17 , SAR 0.018 ,Price based on direct competition - Price viable with 803.0% profit margin,1,2.0,291.06, SAR 582.12 , SAR 250.62 ,86%, SAR 14.55 , 40.0 , SAR 501.24 , SAR (74.11),-20%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,0.04035457697394296,Well prediction
9/15/2025,,,FP-RES-01602,,WAYAKIT GreenTech Food Services Metal polish for cookware and utensils [20 L],Stainless steel cleaner,Restaurants,Horeca,20.0, SAR 40.44 , SAR 365.17 , SAR 0.018 ,Price based on direct competition - Price viable with 803.0% profit margin,1,1.0,291.06, SAR 291.06 , SAR 250.62 ,86%, SAR 14.55 , 20.0 , SAR 250.62 , SAR (74.11),-20%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,0.04035457697394296,Well prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No information for prediction
